customer_id,event_timestamp,age,balance,duration,campaign,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
22192,2025-11-10 19:09:12.766960+00:00,31,176,241,4,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22193,2025-11-10 19:09:12.766960+00:00,55,400,137,4,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22194,2025-11-10 19:09:12.766960+00:00,48,2008,238,4,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22195,2025-11-10 19:09:12.766960+00:00,37,727,176,10,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22196,2025-11-10 19:09:12.766960+00:00,52,17,97,4,0,admin.,married,tertiary,no,no,no,cellular,aug,failure,no
22197,2025-11-10 19:09:12.766960+00:00,31,506,43,4,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22198,2025-11-10 19:09:12.766960+00:00,35,75,122,5,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22199,2025-11-10 19:09:12.766960+00:00,34,5060,12,21,0,technician,married,tertiary,no,yes,no,cellular,aug,failure,no
22200,2025-11-10 19:09:12.766960+00:00,37,31,119,4,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22201,2025-11-10 19:09:12.766960+00:00,45,1179,172,6,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22202,2025-11-10 19:09:12.766960+00:00,31,26,419,4,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22203,2025-11-10 19:09:12.766960+00:00,33,433,575,4,0,management,divorced,tertiary,no,no,no,cellular,aug,failure,no
22204,2025-11-10 19:09:12.766960+00:00,31,110,238,4,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22205,2025-11-10 19:09:12.766960+00:00,48,0,76,4,0,technician,divorced,secondary,no,no,no,cellular,aug,failure,no
22206,2025-11-10 19:09:12.766960+00:00,57,2109,107,6,0,self-employed,married,secondary,no,no,no,cellular,aug,failure,no
22207,2025-11-10 19:09:12.766960+00:00,31,28,175,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22208,2025-11-10 19:09:12.766960+00:00,43,226,156,6,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22209,2025-11-10 19:09:12.766960+00:00,50,0,89,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22210,2025-11-10 19:09:12.766960+00:00,32,134,181,4,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22211,2025-11-10 19:09:12.766960+00:00,32,0,660,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22212,2025-11-10 19:09:12.766960+00:00,60,0,111,2,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22213,2025-11-10 19:09:12.766960+00:00,50,1501,946,4,0,services,married,secondary,no,no,no,cellular,aug,failure,yes
22214,2025-11-10 19:09:12.766960+00:00,40,278,55,7,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22215,2025-11-10 19:09:12.766960+00:00,32,0,435,2,0,housemaid,married,secondary,no,no,no,cellular,aug,failure,no
22216,2025-11-10 19:09:12.766960+00:00,30,-477,1532,2,0,services,single,tertiary,no,no,yes,cellular,aug,failure,yes
22217,2025-11-10 19:09:12.766960+00:00,60,1446,283,6,0,services,married,secondary,no,no,no,cellular,aug,failure,no
22218,2025-11-10 19:09:12.766960+00:00,52,0,202,4,0,services,married,secondary,no,no,no,cellular,aug,failure,no
22219,2025-11-10 19:09:12.766960+00:00,53,105,74,2,0,admin.,married,secondary,no,no,yes,cellular,aug,failure,no
22220,2025-11-10 19:09:12.766960+00:00,50,0,120,2,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22221,2025-11-10 19:09:12.766960+00:00,58,0,138,2,0,retired,married,tertiary,no,no,no,cellular,aug,failure,no
22222,2025-11-10 19:09:12.766960+00:00,36,18,67,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22223,2025-11-10 19:09:12.766960+00:00,39,1981,1026,4,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22224,2025-11-10 19:09:12.766960+00:00,35,905,114,2,0,technician,married,secondary,no,no,yes,cellular,aug,failure,no
22225,2025-11-10 19:09:12.766960+00:00,40,700,88,6,0,management,married,tertiary,no,yes,no,cellular,aug,failure,no
22226,2025-11-10 19:09:12.766960+00:00,31,424,93,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22227,2025-11-10 19:09:12.766960+00:00,39,86,140,4,0,management,single,tertiary,no,yes,no,cellular,aug,failure,no
22228,2025-11-10 19:09:12.766960+00:00,45,-459,508,6,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22229,2025-11-10 19:09:12.766960+00:00,57,1401,91,22,0,admin.,married,secondary,no,no,no,cellular,aug,failure,no
22230,2025-11-10 19:09:12.766960+00:00,30,6619,239,8,0,technician,single,tertiary,no,yes,no,cellular,aug,failure,no
22231,2025-11-10 19:09:12.766960+00:00,44,7635,719,5,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22232,2025-11-10 19:09:12.766960+00:00,47,440,71,4,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22233,2025-11-10 19:09:12.766960+00:00,47,468,381,7,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22234,2025-11-10 19:09:12.766960+00:00,34,0,191,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22235,2025-11-10 19:09:12.766960+00:00,56,1694,793,10,0,admin.,married,secondary,no,no,no,cellular,aug,failure,yes
22236,2025-11-10 19:09:12.766960+00:00,31,284,45,4,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22237,2025-11-10 19:09:12.766960+00:00,37,292,133,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22238,2025-11-10 19:09:12.766960+00:00,45,0,144,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22239,2025-11-10 19:09:12.766960+00:00,34,202,114,2,0,technician,single,secondary,no,yes,no,cellular,aug,failure,no
22240,2025-11-10 19:09:12.766960+00:00,37,-18,870,4,0,technician,divorced,secondary,no,no,no,cellular,aug,failure,no
22241,2025-11-10 19:09:12.766960+00:00,33,137,70,2,0,management,married,tertiary,no,yes,yes,cellular,aug,failure,no
22242,2025-11-10 19:09:12.766960+00:00,46,549,87,8,0,management,married,tertiary,yes,no,no,cellular,aug,failure,no
22243,2025-11-10 19:09:12.766960+00:00,34,0,129,4,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22244,2025-11-10 19:09:12.766960+00:00,33,8097,500,2,0,technician,single,tertiary,no,no,yes,cellular,aug,failure,no
22245,2025-11-10 19:09:12.766960+00:00,36,518,48,1,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22246,2025-11-10 19:09:12.766960+00:00,33,557,362,1,0,technician,divorced,secondary,no,yes,no,cellular,aug,failure,no
22247,2025-11-10 19:09:12.766960+00:00,30,151,121,1,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22248,2025-11-10 19:09:12.766960+00:00,48,11,102,9,0,management,married,tertiary,no,yes,no,cellular,aug,failure,no
22249,2025-11-10 19:09:12.766960+00:00,37,21,50,12,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22250,2025-11-10 19:09:12.766960+00:00,43,0,127,3,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22251,2025-11-10 19:09:12.766960+00:00,30,55,132,1,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22252,2025-11-10 19:09:12.766960+00:00,37,744,161,3,0,self-employed,married,secondary,no,yes,yes,cellular,aug,failure,no
22253,2025-11-10 19:09:12.766960+00:00,37,510,154,6,0,management,married,secondary,no,yes,no,cellular,aug,failure,no
22254,2025-11-10 19:09:12.766960+00:00,53,1,190,1,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22255,2025-11-10 19:09:12.766960+00:00,33,7621,68,1,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22256,2025-11-10 19:09:12.766960+00:00,55,196,81,1,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,yes
22257,2025-11-10 19:09:12.766960+00:00,42,25,148,1,0,technician,single,secondary,no,yes,no,cellular,aug,failure,no
22258,2025-11-10 19:09:12.766960+00:00,34,161,406,1,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22259,2025-11-10 19:09:12.766960+00:00,49,57,396,3,0,technician,divorced,secondary,no,no,no,cellular,aug,failure,no
22260,2025-11-10 19:09:12.766960+00:00,34,197,274,4,0,management,single,tertiary,no,no,yes,cellular,aug,failure,no
22261,2025-11-10 19:09:12.766960+00:00,49,400,151,3,0,services,married,secondary,no,no,no,cellular,aug,failure,no
22262,2025-11-10 19:09:12.766960+00:00,52,291,150,3,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22263,2025-11-10 19:09:12.766960+00:00,57,0,242,5,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22264,2025-11-10 19:09:12.766960+00:00,57,0,394,3,0,retired,married,primary,no,no,no,cellular,aug,failure,no
22265,2025-11-10 19:09:12.766960+00:00,51,990,189,5,0,housemaid,married,tertiary,no,no,no,telephone,aug,failure,no
22266,2025-11-10 19:09:12.766960+00:00,33,316,126,3,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22267,2025-11-10 19:09:12.766960+00:00,33,0,224,8,0,technician,divorced,secondary,no,no,no,cellular,aug,failure,no
22268,2025-11-10 19:09:12.766960+00:00,32,41,686,5,0,management,single,tertiary,no,no,no,cellular,aug,failure,yes
22269,2025-11-10 19:09:12.766960+00:00,35,84,415,3,0,technician,married,secondary,no,yes,no,cellular,aug,failure,no
22270,2025-11-10 19:09:12.766960+00:00,31,351,165,3,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22271,2025-11-10 19:09:12.766960+00:00,35,0,183,8,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22272,2025-11-10 19:09:12.766960+00:00,32,154,301,3,0,management,single,tertiary,no,no,yes,cellular,aug,failure,no
22273,2025-11-10 19:09:12.766960+00:00,37,38,94,13,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22274,2025-11-10 19:09:12.766960+00:00,55,644,42,3,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22275,2025-11-10 19:09:12.766960+00:00,39,1363,294,3,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22276,2025-11-10 19:09:12.766960+00:00,36,161,239,3,0,self-employed,married,primary,no,no,no,cellular,aug,failure,no
22277,2025-11-10 19:09:12.766960+00:00,32,178,159,3,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22278,2025-11-10 19:09:12.766960+00:00,33,206,231,3,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22279,2025-11-10 19:09:12.766960+00:00,34,462,1877,3,0,self-employed,single,tertiary,no,no,no,cellular,aug,failure,yes
22280,2025-11-10 19:09:12.766960+00:00,53,70,77,8,0,housemaid,married,primary,no,no,no,cellular,aug,failure,no
22281,2025-11-10 19:09:12.766960+00:00,35,4144,310,3,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22282,2025-11-10 19:09:12.766960+00:00,59,0,140,5,0,blue-collar,married,primary,no,yes,yes,cellular,aug,failure,no
22283,2025-11-10 19:09:12.766960+00:00,30,0,142,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22284,2025-11-10 19:09:12.766960+00:00,47,11,184,3,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22285,2025-11-10 19:09:12.766960+00:00,31,4,102,3,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22286,2025-11-10 19:09:12.766960+00:00,31,25,169,5,0,housemaid,married,primary,no,no,no,cellular,aug,failure,no
22287,2025-11-10 19:09:12.766960+00:00,32,0,120,3,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22288,2025-11-10 19:09:12.766960+00:00,34,355,314,3,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22289,2025-11-10 19:09:12.766960+00:00,47,3279,189,4,0,self-employed,married,secondary,no,no,no,cellular,aug,failure,no
22290,2025-11-10 19:09:12.766960+00:00,34,22,270,3,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22291,2025-11-10 19:09:12.766960+00:00,33,0,148,3,0,management,married,tertiary,no,no,yes,cellular,aug,failure,no
22292,2025-11-10 19:09:12.766960+00:00,42,37,299,1,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22293,2025-11-10 19:09:12.766960+00:00,40,318,196,4,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22294,2025-11-10 19:09:12.766960+00:00,41,0,280,11,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22295,2025-11-10 19:09:12.766960+00:00,36,0,42,1,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22296,2025-11-10 19:09:12.766960+00:00,30,69,300,1,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22297,2025-11-10 19:09:12.766960+00:00,54,1090,160,7,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22298,2025-11-10 19:09:12.766960+00:00,33,255,247,3,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22299,2025-11-10 19:09:12.766960+00:00,33,109,122,5,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22300,2025-11-10 19:09:12.766960+00:00,59,454,162,1,0,housemaid,married,secondary,no,no,no,cellular,aug,failure,no
22301,2025-11-10 19:09:12.766960+00:00,30,13,379,1,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22302,2025-11-10 19:09:12.766960+00:00,47,0,494,4,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22303,2025-11-10 19:09:12.766960+00:00,53,0,195,1,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22304,2025-11-10 19:09:12.766960+00:00,35,0,163,1,0,management,single,secondary,no,no,no,cellular,aug,failure,no
22305,2025-11-10 19:09:12.766960+00:00,31,50,794,1,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22306,2025-11-10 19:09:12.766960+00:00,60,70,36,1,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22307,2025-11-10 19:09:12.766960+00:00,55,2384,331,20,0,blue-collar,married,primary,no,no,yes,telephone,aug,failure,no
22308,2025-11-10 19:09:12.766960+00:00,46,278,153,3,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22309,2025-11-10 19:09:12.766960+00:00,35,-146,269,1,0,management,single,tertiary,no,yes,no,cellular,aug,failure,no
22310,2025-11-10 19:09:12.766960+00:00,49,1898,159,1,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22311,2025-11-10 19:09:12.766960+00:00,30,254,202,1,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22312,2025-11-10 19:09:12.766960+00:00,37,1580,92,12,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22313,2025-11-10 19:09:12.766960+00:00,52,0,351,5,0,retired,married,secondary,no,no,no,cellular,aug,failure,no
22314,2025-11-10 19:09:12.766960+00:00,33,6,239,2,0,technician,divorced,secondary,yes,no,no,cellular,aug,failure,no
22315,2025-11-10 19:09:12.766960+00:00,55,0,64,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22316,2025-11-10 19:09:12.766960+00:00,52,6,82,2,0,retired,married,primary,no,no,no,cellular,aug,failure,no
22317,2025-11-10 19:09:12.766960+00:00,43,58,97,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22318,2025-11-10 19:09:12.766960+00:00,38,664,242,2,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22319,2025-11-10 19:09:12.766960+00:00,32,0,360,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22320,2025-11-10 19:09:12.766960+00:00,44,38,98,5,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22321,2025-11-10 19:09:12.766960+00:00,41,1344,169,6,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22322,2025-11-10 19:09:12.766960+00:00,47,11305,118,6,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22323,2025-11-10 19:09:12.766960+00:00,50,-158,203,4,0,services,married,primary,no,no,no,cellular,aug,failure,no
22324,2025-11-10 19:09:12.766960+00:00,41,15449,136,9,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22325,2025-11-10 19:09:12.766960+00:00,52,1339,343,5,0,management,married,tertiary,no,yes,no,cellular,aug,failure,no
22326,2025-11-10 19:09:12.766960+00:00,31,22,122,5,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22327,2025-11-10 19:09:12.766960+00:00,33,516,76,7,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22328,2025-11-10 19:09:12.766960+00:00,47,29,150,8,0,admin.,married,secondary,no,no,yes,cellular,aug,failure,no
22329,2025-11-10 19:09:12.766960+00:00,34,260,142,2,0,technician,married,secondary,no,yes,no,cellular,aug,failure,no
22330,2025-11-10 19:09:12.766960+00:00,33,18,93,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22331,2025-11-10 19:09:12.766960+00:00,53,32,122,2,0,management,married,tertiary,no,no,yes,cellular,aug,failure,no
22332,2025-11-10 19:09:12.766960+00:00,37,42,99,2,0,unemployed,single,secondary,no,no,no,cellular,aug,failure,no
22333,2025-11-10 19:09:12.766960+00:00,34,229,154,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22334,2025-11-10 19:09:12.766960+00:00,32,-420,586,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22335,2025-11-10 19:09:12.766960+00:00,31,0,127,2,0,technician,divorced,tertiary,no,no,no,cellular,aug,failure,no
22336,2025-11-10 19:09:12.766960+00:00,52,1227,1123,4,0,management,married,tertiary,no,no,no,cellular,aug,failure,yes
22337,2025-11-10 19:09:12.766960+00:00,45,0,87,4,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22338,2025-11-10 19:09:12.766960+00:00,58,183,167,2,0,services,divorced,secondary,no,no,no,cellular,aug,failure,no
22339,2025-11-10 19:09:12.766960+00:00,37,981,135,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22340,2025-11-10 19:09:12.766960+00:00,46,532,491,2,0,technician,divorced,tertiary,no,no,no,cellular,aug,failure,no
22341,2025-11-10 19:09:12.766960+00:00,30,398,111,2,0,technician,married,secondary,no,yes,no,cellular,aug,failure,no
22342,2025-11-10 19:09:12.766960+00:00,43,0,78,2,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22343,2025-11-10 19:09:12.766960+00:00,60,27,40,2,0,self-employed,single,secondary,no,no,no,cellular,aug,failure,no
22344,2025-11-10 19:09:12.766960+00:00,30,0,34,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22345,2025-11-10 19:09:12.766960+00:00,33,1109,306,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22346,2025-11-10 19:09:12.766960+00:00,46,255,95,2,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22347,2025-11-10 19:09:12.766960+00:00,42,580,67,2,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22348,2025-11-10 19:09:12.766960+00:00,47,0,644,9,0,management,married,secondary,yes,no,yes,cellular,aug,failure,no
22349,2025-11-10 19:09:12.766960+00:00,49,27,57,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22350,2025-11-10 19:09:12.766960+00:00,35,573,140,8,0,self-employed,married,secondary,no,yes,yes,cellular,aug,failure,no
22351,2025-11-10 19:09:12.766960+00:00,32,98,119,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22352,2025-11-10 19:09:12.766960+00:00,32,522,576,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,yes
22353,2025-11-10 19:09:12.766960+00:00,31,94,579,2,0,self-employed,married,tertiary,no,no,no,cellular,aug,failure,yes
22354,2025-11-10 19:09:12.766960+00:00,47,147,136,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22355,2025-11-10 19:09:12.766960+00:00,41,965,336,10,0,technician,married,secondary,no,no,no,cellular,aug,failure,yes
22356,2025-11-10 19:09:12.766960+00:00,32,14,313,6,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22357,2025-11-10 19:09:12.766960+00:00,46,1328,1241,2,0,housemaid,single,tertiary,no,no,no,cellular,aug,failure,no
22358,2025-11-10 19:09:12.766960+00:00,36,0,147,2,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22359,2025-11-10 19:09:12.766960+00:00,36,366,136,6,0,technician,married,secondary,no,no,yes,cellular,aug,failure,no
22360,2025-11-10 19:09:12.766960+00:00,58,0,73,3,0,management,divorced,tertiary,no,no,no,cellular,aug,failure,no
22361,2025-11-10 19:09:12.766960+00:00,34,95,119,8,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22362,2025-11-10 19:09:12.766960+00:00,39,139,109,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22363,2025-11-10 19:09:12.766960+00:00,46,0,65,2,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22364,2025-11-10 19:09:12.766960+00:00,34,149,739,2,0,technician,married,tertiary,no,no,no,cellular,aug,failure,yes
22365,2025-11-10 19:09:12.766960+00:00,52,-164,314,4,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,no
22366,2025-11-10 19:09:12.766960+00:00,38,196,252,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22367,2025-11-10 19:09:12.766960+00:00,33,321,227,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22368,2025-11-10 19:09:12.766960+00:00,56,415,158,2,0,retired,married,secondary,no,no,no,cellular,aug,failure,no
22369,2025-11-10 19:09:12.766960+00:00,53,109,86,4,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22370,2025-11-10 19:09:12.766960+00:00,58,183,246,2,0,retired,married,tertiary,no,no,no,cellular,aug,failure,no
22371,2025-11-10 19:09:12.766960+00:00,35,308,77,2,0,technician,divorced,secondary,no,no,no,cellular,aug,failure,no
22372,2025-11-10 19:09:12.766960+00:00,33,99,296,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22373,2025-11-10 19:09:12.766960+00:00,31,1536,234,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22374,2025-11-10 19:09:12.766960+00:00,52,189,90,2,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22375,2025-11-10 19:09:12.766960+00:00,38,0,305,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22376,2025-11-10 19:09:12.766960+00:00,38,546,82,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22377,2025-11-10 19:09:12.766960+00:00,44,0,54,2,0,management,divorced,tertiary,no,no,no,cellular,aug,failure,no
22378,2025-11-10 19:09:12.766960+00:00,44,267,520,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,yes
22379,2025-11-10 19:09:12.766960+00:00,46,225,157,6,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22380,2025-11-10 19:09:12.766960+00:00,50,-195,119,4,0,admin.,married,secondary,no,no,no,cellular,aug,failure,no
22381,2025-11-10 19:09:12.766960+00:00,34,36,192,6,0,admin.,married,secondary,no,no,no,cellular,aug,failure,no
22382,2025-11-10 19:09:12.766960+00:00,30,347,229,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22383,2025-11-10 19:09:12.766960+00:00,46,-44,16,13,0,blue-collar,married,primary,no,no,yes,telephone,aug,failure,no
22384,2025-11-10 19:09:12.766960+00:00,30,1109,215,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
22385,2025-11-10 19:09:12.766960+00:00,53,0,107,2,0,blue-collar,married,tertiary,no,no,no,cellular,aug,failure,no
22386,2025-11-10 19:09:12.766960+00:00,50,0,125,4,0,self-employed,married,primary,no,no,no,cellular,aug,failure,no
22387,2025-11-10 19:09:12.766960+00:00,59,575,146,3,0,retired,married,secondary,no,no,no,cellular,aug,failure,no
22388,2025-11-10 19:09:12.766960+00:00,42,357,94,4,0,self-employed,married,secondary,no,no,no,cellular,aug,failure,no
22389,2025-11-10 19:09:12.766960+00:00,56,4889,705,4,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22390,2025-11-10 19:09:12.766960+00:00,55,419,33,8,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22391,2025-11-10 19:09:12.766960+00:00,49,0,205,4,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22392,2025-11-10 19:09:12.766960+00:00,34,478,73,2,0,management,single,tertiary,no,yes,no,cellular,aug,failure,no
22393,2025-11-10 19:09:12.766960+00:00,31,1,107,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22394,2025-11-10 19:09:12.766960+00:00,53,0,77,9,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22395,2025-11-10 19:09:12.766960+00:00,34,-172,177,2,0,technician,married,secondary,yes,no,no,cellular,aug,failure,no
22396,2025-11-10 19:09:12.766960+00:00,32,334,944,14,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22397,2025-11-10 19:09:12.766960+00:00,31,10215,139,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22398,2025-11-10 19:09:12.766960+00:00,57,20,119,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22399,2025-11-10 19:09:12.766960+00:00,48,1335,492,7,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22400,2025-11-10 19:09:12.766960+00:00,37,31,72,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22401,2025-11-10 19:09:12.766960+00:00,38,0,82,6,0,technician,married,tertiary,no,no,no,cellular,aug,failure,no
22402,2025-11-10 19:09:12.766960+00:00,59,0,125,2,0,management,divorced,secondary,no,no,no,cellular,aug,failure,no
22403,2025-11-10 19:09:12.766960+00:00,49,0,115,2,0,admin.,married,secondary,no,no,no,cellular,aug,failure,no
22404,2025-11-10 19:09:12.766960+00:00,41,23,80,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22405,2025-11-10 19:09:12.766960+00:00,33,4570,1258,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,yes
22406,2025-11-10 19:09:12.766960+00:00,35,-126,82,2,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22407,2025-11-10 19:09:12.766960+00:00,32,34,210,2,0,technician,single,secondary,no,no,no,cellular,aug,failure,no
22408,2025-11-10 19:09:12.766960+00:00,30,0,78,2,0,management,married,secondary,no,no,no,cellular,aug,failure,no
22409,2025-11-10 19:09:12.766960+00:00,35,1048,362,2,0,management,single,secondary,no,no,no,cellular,aug,failure,no
22410,2025-11-10 19:09:12.766960+00:00,53,25,528,2,0,blue-collar,married,secondary,no,no,no,cellular,aug,failure,yes
22411,2025-11-10 19:09:12.766960+00:00,43,221,73,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22412,2025-11-10 19:09:12.766960+00:00,36,0,136,2,0,management,single,tertiary,no,no,no,cellular,aug,failure,no
22413,2025-11-10 19:09:12.766960+00:00,32,388,119,2,0,technician,single,tertiary,no,yes,no,cellular,aug,failure,no
22414,2025-11-10 19:09:12.766960+00:00,46,447,314,2,0,technician,divorced,secondary,no,no,yes,cellular,aug,failure,no
22415,2025-11-10 19:09:12.766960+00:00,52,796,150,2,0,blue-collar,married,primary,no,no,no,cellular,aug,failure,no
22416,2025-11-10 19:09:12.766960+00:00,43,328,79,2,0,technician,married,secondary,no,no,no,cellular,aug,failure,no
22417,2025-11-10 19:09:12.766960+00:00,46,599,257,2,0,services,married,primary,no,no,no,cellular,aug,failure,no
22418,2025-11-10 19:09:12.766960+00:00,35,3168,24,30,0,management,married,tertiary,no,no,no,cellular,aug,failure,no
22419,2025-11-10 19:09:12.766960+00:00,30,0,69,2,0,technician,single,tertiary,no,no,no,cellular,aug,failure,no
